Address,Balance,lastTxHeightOnCosmosHub
juno1q8je8e9nfvr4w0q8pr5ylpkdkwd5zl4y79dwde,12.6,12616075
juno1q85pjm254ms6xq0k735qz336p28my29v4ruht7,14.95,6066689
juno1q8s58fypy008azs444gmzjgr3zya382gj2dgv5,11.9,12078797
juno1q84a0xgphn032d079j6mzak4wdqrs7xnxeurtn,58.17,9957755
juno1q8g3xgfam9exms2svdwuludzlaldzpvw8wgks3,12.11,11488589
juno1qgysu2sqauduumw4fv6t074t03e3s3mcq2mdjl,10.14,Inactive
juno1qgenk9vt3vx74zdvrlmf4av2zkgn03ulus95nv,215.23,11971554
juno1qgjrdrnrjcgsfgu6tght66d54xfjcdee4f0ksu,112.77,Inactive
juno1qgncvh3m5zxttwsvghp5zenax57helmq87szdj,5.59,8197896
juno1qgh3zn07jsyxa4gznnu57e56qxvx7hg8v6g6v5,27.17,Inactive
juno1qgt4gh8nh230n40pz244zfwyjeq69umxu26cu4,1.48,8944853
juno1qgwk463f0pvrs3ka7w2cqnq9g4lwk9923evdwj,15.01,Inactive
juno1qg5tg6676n84wq25qpzvyzpp4fskglev7z99c7,17.99,Inactive
juno1qg0f2hggpnc849ge6wygj2zasrya7e04q4pee4,173.79,Inactive
juno1qg0yf9w4l0hq30wd4jayex24h8ha3t02tvl492,59.84,Inactive
juno1qgw706g2pwut9uacd2sqjgtyu4fzzl2req0upr,1.2,Inactive
juno1qgf8zas6adyyccpsdd04nvzrm757e5f3a69m4p,110.16,8501634
juno1qgc2qdhu08gnsdrmy6qd9n05rwgrh5c4sw78wr,132.19,6221452
juno1qgcjnnf7c7t6anqp8qul2q72zcu0zp2ajswqs5,38.77,10181415
juno1qg709dm2x6wpzmq6s7n68vp42qtxvrvdrtlqgm,4.65,6805248
juno1qgs4zpahnucw9s9prd97th7gzvd0pft5cyqwtc,4.7,8443973
juno1qg5tljzv67l6m505z9x69vsxqn2aj2vxcdrkcu,105.55,9517783
juno1qgczsw6pgkk3h296qc2p8eulzqs3338dsffcpv,81.4,5829087
juno1qgl2auass382a6ec945vwzmxg0zul9rxtee7l3,7.05,11136016
juno1qgs3ylrazpl008th3jzru2tsm2q5zwjr2wdjv8,12.19,7645652
juno1qgngcrlv7edavjddldvjrqvcgr7mes6t5q5mnr,150.02,11988950
juno1qghgl2c4qtj7vqlst6eyq5ev6kxgj7c33nr2m2,2.57,5482435
juno1qgea75s8k33mlhdg3t8fmkkc9su0km5vl4g9v0,252.6,7793273
juno1qgkusypxg00l08drvyyxrftyzs8phwcsu4y7nx,16.07,10092861
juno1qgkc3s74zpx6a6yz2kj09av5j60h573vpejxgh,94.13,11410119
juno1qgnpwxuqgzr22euwngjjnrg5r6vj4jswe8nt2p,103.53,12537699
juno1qg2nactkl95fdseqpv2xwfkwhjmj2gqz4lu2dm,285.02,12710615
juno1qgug985pvj78gy6n864jlp3hv0ggwv2jfw07vv,233.76,12331768
juno1qgujetw94m2dcaeq43uy760k5dkwz5v9de3rra,39.22,12679899
juno1qglhwchn2q25xyq2jf2ak37ure4dvkh09s428w,101.7,7431759
juno1qfe3ltw9txjh6nz3hk9nd679updu8cmhn9k4g2,1.09,Inactive
juno1qfyt4cp99kzmmyfyrcg5c0nw9pjvx5ssmz78r6,19.82,Inactive
juno1qf7kysjm9fr2mzp9e8yz9uspc4u7e6zg2fw5zl,9.49,Inactive
juno1qfepegjga4dkg2n47r50m34zll2rwflfl59sk8,6.97,Inactive
juno1qfwv4pekdwcqu49qdu5fyfx8902cr9xgsfe72d,49.95,10476517
juno1q2xxar3883cqzyf5wxcensgx3ltva85ejkfyws,788.34,Inactive
juno1qfxtz0fe7l98xj4quvnjs887h9lsecm07mr7qg,5.99,8462615
juno1qff6tx39fqtl5ywwkxnrcfkw0prtas5wdjgl0m,39.99,9465391
juno1qfkcatusxr7wn4dyysmdmzf6ch7zasn3y5ah6l,11.3,8120136
juno1qfrh0xa4fzm0j26ptgzd263ajypgzvefup343w,17.47,6192785
juno1qfgzdjsqz37d93gj2gdxq3zqx4935t43yzan2p,28.52,12607354
juno1qffsz65acg9ddc3c30kr6entcag5em6ej6g9kn,10777.38,8303097
juno1qfrafunp0hqz5hj6r2s72hl673yryws644g8l3,12.54,8310938
juno1qfsrmfzad2zywz4vt7kgw7nhde96wkv47h8jqg,90.8,10778164
juno1qf7emzrjpxz5ptts2qzc5xreucu3czscjdrwsw,7946.02,12422571
juno1qfuc2v8rhy0yre82gh5ksu0uq3mzc4djjythfq,38.16,8134857
juno1qf8rxy4qd66hxu8uez2xlkzagehsqp8dq3uszg,36.33,5544373
juno1qfahxjhq6vq7cq85plrgquucjhss0yxguhrmjy,6.95,5602607
juno1qfsdtmm29yc96rfp8hvaslxcxzq4aesjhh78rp,7.61,11961756
juno1qf08xddwa937n3pv36harmypzhfdeu46t53y8d,29.99,7811320
juno1qf5xrunjh7t9spnu223jygylf096k8z3059z9x,2.7,11927149
juno1qf9fswxt479msf8erxc5l8py35ta3kmrp9f4l9,4.71,12040417
juno1qfkc8rjwy890ap5c0v9uk4ukgm8nx0jg4kk2s3,5.43,12494055
juno1qf2rp44a39nmv37ucyuh4wt8pmyl0rxueph430,1.0,5690525
juno1qf79a8fc8gx3slwj6cmxzz6pweqvt9ellm2fkw,4.24,6007581
juno1qflahr7sg6ueajuzvjj6l4fy8hs2676yp79kvj,13.0,5538807
juno1qf8xgdkhhwtx4q6ay4asat4tjnwseql8laumjy,158.3,9076234
juno1qf3mc5tcmazmc03ardqk3p0fnp46904ggmrdjf,88.64,12679293
juno1qfffgwdkz2hl2hfy8exra908c9qpvhrl7k54m9,2.01,9206028
juno1qfd2prw9s4jcamsrexmz45040hykd9jk2ms0m3,188.34,6112226
juno1qf6gk9xd5l2rmhjsjd0vgw70z9j2vfejwe737y,88.22,6518974
juno1qf9he0tf9p9ev2yvf6nc3s7nyakqllex9up57m,493.18,10781364
juno1qfdzfjxj5wumvzfaw0xjxe4m5702h8sz4ck7r2,119.8,11672684
juno1qfag5er0cku04xgskaad4x8w75t2ecs8fqrv04,1248.33,12600208
juno1qfeste7fmycmv99v7stnnkn0lshgx8zs3urgnk,2.3,5641923
juno1qfw6zckwxyy05hz4t2j5922n8class425ahy8u,144.33,9314453
juno1qfr9newl9lu5806eajnd356z7eehmmtgxfun0u,9.21,11591687
juno1qflae2rajr6d5fwu6aynpparvrqflkq6e9dp47,15.54,9054822
juno1qf3r4nnyjzs47lehpf6h95swwn63a6pqw6y9cy,345.89,12678399
juno1q2rda2cva65ahk3kw7ja6v4hqd7avxfqsrzard,49.63,7362466
juno1qfefxfh89g09pvupd0h04uz2nlqyu9qfen96dc,5.2,8336981
juno1q2rc25vtr09cuf2hzgdv04kfe3lt7sa36uys7k,26.0,5584582
juno1q2ys75m7hpvy9r52ec522uhz0lsreux0h5rr5w,19.57,7317059
juno1q2zqfm52htuve6tggdejuasp6ayhs6cugryr4e,27.75,5810838
juno1q2px29fyn9aa4hx943vrcnuah3ta9a8ujaqdq0,10.32,8921563
juno1q2z3xrplav9mdyx2kgekr5m3yzqgc59z5qucs5,24.0,7668907
juno1q2v4y4w80qwc938m8ng3lejxth08jxp7wk0jhs,4.99,Inactive
juno1qtgqnylzutp59rjk30d7tr0g00zskpyuaanww0,13.12,Inactive
juno1q2de94npqtfjjv6y0cr6wasaeyhppmxtfk4888,15.99,7593600
juno1q2d6f42xwgyva65j269f82llpeamnqgwggd6j8,34.95,11236920
juno1qtqtfw7jhenfdmgs0vgjvz8k0ya03px2yfqpd2,1.96,Inactive
juno1qtxec3ggeuwnca9mmngw7vf6ctw54cpp2zcyzl,1.01,Inactive
juno1qtpdp7nkm9nykr9l843xgf58hnxskqeftas8dk,28.97,7296050
juno1q24rgz9dzrrfza9uumzdny894wqguntpgghw5p,2.35,Inactive
juno1q2c2x6fld8da3pxywfmvj8y085fwn59aqhsgm8,0.89,Inactive
juno1qtzg3hg9gp8unrwsh3nnpnpmc7xm6996edt99z,0.01,Inactive
juno1q2cfnaawp7q4nk99p34g8k9qep778j6js73jy8,34.52,Inactive
juno1qtdq4s947wagyxgp8v859mjpxqr2cc7u2g3wuk,4.34,Inactive
juno1q2dhaeqjvvvtnzmytufvx0nzq2p62rcrjnvq90,29.84,5719791
juno1qty5emgrd4w2kyc3z0xrfk5mkzl4hqs7p09urf,80.45,8570417
juno1q26vq2ryqpj2kmt2vt60ng6qmj2lxd2ptg6rpx,10.16,8303656
juno1q27s204ju9nrxtf9hv2q7yqvpsg543q7g858r7,2.5,7378551
juno1q2sul4cszr35d2c3y3vyz0a733lftvllrjf585,301.96,12166901
juno1q2dev9cmv00j9d3myfj6ad95meeejsgelq0lpc,33.13,11846659
juno1q2602kyu5uhdp32quc5sfvlas78y7wsv9yt0pq,80.25,9955504
juno1q2hhhfw6xzx6e3st0amvkux4qjhsg3sh7x4mvf,4.89,5614736
juno1q2eyz344yk2tvay6t9tdm49h5jlyxz9uqn0vdd,25.07,12376030
juno1qtz4wqhe85qf230497nqezstu4h5aneg0dx4es,12.61,5648965
juno1qt9ht8re84dnt44m7apvp6l6308f0g5ht3wsww,12.95,12256052
juno1q2npvxucskddr7gkcuvyag4qz7xkrtsy7q7l80,16.44,5477259
juno1q2slmhxdww06plpxgxkf5hrl9zdeu9x7an8gw6,2.73,12132557
juno1q2k6y3cpwmgpm0eyk40saflmdqe96elel5sm8y,68.84,6198347
juno1q2660fcuhwrptf848fdsgch8uev35wlfemnjfg,7.3,12233618
juno1qtrk3xrhkjuf0mxx25ua72tfu3pta20ankd9wf,23.4,12637798
juno1qtyz5kd4lspkfnyr4raj56yqrw07pzayqqhgwe,4768.13,6327909
juno1q2s9z42xje9mr2rgdrys850txhjnf9jxzm709h,15.94,8191947
juno1qtyhsna2ld8q5p9l2hgejxd9574gd30qv792ey,20.0,12714659
juno1qtzc4e2x8f5r4mcysscj29wc6g9pfdu0a7xgqp,21.74,5783286
juno1q26ryge5ntq9r3je2yzpqgck9hkaslwucxadkr,250.39,11398591
juno1qt8uzdnl6a35y2cutdznrc6mym6lsf5zd4n9jx,169.45,7983623
juno1q2cuy4smfvde7qh7jvpdy8vw5hyk6khtza66kz,45.3,9752701
juno1q27xha0rmz33jqa857xsdva9mus9xs5pt0v5jk,1.03,12146681
juno1q2wn3a6dr5sf9efqnnn4qfuqkedl2a0kaxlhgm,2.22,9717351
juno1q20hkdaj24p5n35cqpa45nnwm002efkev3nlug,3.94,6869493
juno1q2lck9sukrcsnw5cscaxavzz8mjwa3wmgfufu4,25.79,6159775
juno1qt0x3gem62cp5ych3pedyt3xg6y3rs7kfn8yee,104.73,Inactive
juno1q23kyllxrq7fujy7p5cmalfathsxvl3w4lfnjr,25000.0,5902912
juno1qtg6qfux08hm29n4jjyt7ggf2k3cmaxygzwx5m,15.99,6248781
juno1qtgvxhmlmdnp9mcxyvsvw7d8sap44scq08vr5c,38.73,6031416
juno1q2shz2m269h0cw3ck4uuaekl2lz44xuh66w45p,14.31,12516296
juno1qtqs8ek2ufwyz2tpfuy7kdl2wz9tuc5d37eadg,26.89,11536072
juno1qt02zmrxh5x8vdv88dmwa85dqpuzwksj8s66r9,8.6,Inactive
juno1qtvslzucxj3mfwd53cmmu9y0x87d59e9gpxlm7,10.0,10917759
juno1qtvmtlj89v7rau7sc3mhx8vaj4kacucaqnd6hu,3.27,10160234
juno1qtv6t39wr00dxd293djcrqetvgstd6spwg8gzx,40.6,8524751
juno1qtd0r40d6wrvs5jg5t8sp575syhlmynznp0hel,5.85,5647738
juno1qteruhq5ukvfyccjnxf9y2svjg20jlfsukgavp,5.09,Inactive
juno1qt0qusyqsk0j9qhjd67gklr28sgydepdqsdtpq,220.52,10907112
juno1qt0garqtgsuprwm0qxm72xedrjs94yug2lz2vg,6.14,5601657
juno1qt73rggflr0nafhay5ncq2mn023sxjc4vlnq42,2.55,Inactive
juno1qt5va5dmq3ljk3tscnu9gggypvmnedfw26lc87,0.1,11986326
juno1qt3c0gxug524qwmfjhnvffnd7squguvp4psrhd,6.02,5848834
juno1qt3us3kpq7c800jfy7f4f3jqpa3j39p6vtp4p0,500.0,6111088
juno1qthx6vnwexxh6xsf80ztp2dcq5dujk3nguqfyh,341.03,12673781
juno1qt34la5hxwrykxtmaeqa30am8jhyk56mc4kdd5,43.14,9158793
juno1qt4xrs7d446yurkfsvsmyge5xejp8wv7mp0x6n,9.94,9289758
juno1qv427yqtjenvq2drj72kga54nfcj7hcej2exkq,5.18,Inactive
juno1qvef38lly40yvt46tcfj8h9ql2807lsr25rjxz,50.0,Inactive
juno1qdrygfxqhwnnefp79kl3u2ztr09jnnl0pcrl88,20.62,Inactive
juno1qtcu9qz704r5aqe002y7m9h0td86knflqmda3w,5.0,9283623
juno1qte63407fpxjng7zx3yafxhzvfz0yenr5784ky,50.0,8012587
juno1qvpvnsu56zcnetu2pjr3tw7z8r5ae697l0ep66,6.01,12405239
juno1qvqrjm9aycl6r23dyyptqcjmj2y36r6krc897f,125.28,12513773
juno1qtmmvhtw6ywahxyjqfjr9ytn02pjg4awck6p03,2.21,6866310
juno1qvzzzhvj5pv225fjtn07j9zgvsq039kgztdusw,10.82,7599160
juno1qt7fp7g94292wetl0jeyn5nh00kjfk5g0g02fk,1377.05,7586071
juno1qvz98mcawlluzwmhzthhumnja920y9gyjlfp6t,21.06,7780378
juno1qv9468zlmwcf8d045hx8l42prp4avkna5fq5rj,338.08,6820776
juno1qvx288rahlmq0ep0jahe6ptdm56r38pnww0t32,3.08,6406274
juno1qvxy0gzrkn46kz0feg75vzxfv43wyjc6jr8g22,4.89,7128617
juno1qv8ccdtf0frmh6nhtu0vcwqvqugw458vhqht3g,15.68,8275234
juno1qv8mj2ucudj3pt764xlqlr6hh4usq4r4m7c8et,531.5,7711192
juno1qvgt3p4yman4pwjq33554u50ywl3plqgx638hv,4.9,7366693
juno1qdf2htj2yysmdvhf8hssgeszn6695q0plupagr,10.73,8932028
juno1qvfl4zax86x3m0ftawzvct9p85wfucwv0lma38,20.67,9524418
juno1qvdv83905304lkd0qh4w9n9456wwh5efvh2fe4,11.72,12383366
juno1qvfzjp76tage5tqg4jq0qsyq278qxz4jlcxmw4,25.23,8197856
juno1qvw2qjyddu2xl66sp77ypsx9kuc5smm34xx09z,32.72,7313738
juno1qv6smp3fr9vgla2tgg0ms5vg6ua2nrcpe46xs7,11.04,6310716
juno1qvkzehjvqnjr4e7rwpm5cv7x589cpjgmjttlss,1943.5,8561516
juno1qvux2khlmsrjn3kwyulwhdqr49symyg7s4qay2,15.46,12615046
juno1qv5qj432wcrpsc7lphstge839yhxrgjt9eh5mn,80.19,11706991
juno1qvm4hztk0pkk9r678rdch5v40ra7r8upzh9a2f,19.97,8210748
juno1qvktcdfgaydrvd8e2espwaezszc9v8n4zteq2x,2.28,7003431
juno1qdznnra3jgs89pt4w25sxw8z747q2whre3y5hv,4.94,6054799
juno1qvcnq02sgmllzkdtdnuspqp0gffpuske6l70s4,78.8,12713874
juno1qdpzw5d6cfvjappx4k6xq2d5028z5y0dyv6mua,9.89,12609687
juno1qdyxvrpy0gn3xess9xxrax0j0nkyvdxzg6tuxu,400.66,12640759
juno1qv68df5pld9us0z5lxpn2lxxwn75w2ckd0ul6x,3.69,6065622
juno1qvh7atqdn0w676enhdthdsca8nrzfrejk30hdr,537.18,10538393
juno1qdydqvlrs6zyuxxce633yxkgwlpstkwz0h23vn,3.96,8240000
juno1qvvv6utmndamutrzmzpc282ykg9yt0qltyteeq,531.38,10335707
juno1qd9unfm59nrumlgkgx877hrs8t30lyq98geuxd,209.89,7315136
juno1qd956y4w0h5d9rhkfhv4dy0ya2df3kkrpjr9zk,5.27,10574500
juno1qdtu6vlcvkcx6z6sezf6pu9hf93pz370409wkd,11.2,11071170
juno1qdg79cw88mnqzevhm5h5kd8h084hx55f8ghy98,2.01,10987172
juno1qdvg8w78s8n9uvj4r3aqxr0pfaqq64d2fnmf4e,541.27,11920962
juno1qd7mwq6tehrg7psdyqllwsrpgkyk5qfnjhcvkd,12.99,Inactive
juno1qd0vgpcq6t3ym09yz0tjtrar9vcu6nhx8d3ctr,5.57,10151036
juno1qddkg3excwqvqrshe84mfn9zcxh35qmvdhzaf9,20.62,12704508
juno1qwzj8msgty2fmvwtp4kfzamalx2jfuq8aj9r0f,20.28,11927228
juno1qds963afmnd6emttyz0ry906hsar7h8dscjln4,98.4,12674726
juno1qdn0fqzs7sj6wpt02jm45q4xrzshl9hrae7fg2,3.7,11746962
juno1qdj7j8mme4w4lnc23y9vvhmw7jk3rw3746tuya,5.81,6781244
juno1qdnnwr7hd7mknzdykujes45fce3l4ucytl9g8v,9.76,6620117
juno1qd4fy0l2aytzwr6m56gvfl2k88pwngmnm74gg8,20.63,8299971
juno1qwdk7avcee5y0aamhlynqw67gtjje497ajm65r,30.0,Inactive
juno1qwwhr9pjt35qz2u0xky6dvwuxxd6tc3hwtkc20,2.07,Inactive
juno1qdcg27kwpnzc3dlu3tv3l63qz3txk4e367np5l,14.03,5745991
juno1qdc24td7t28xvf8hq5kzrjqvpjxj2ry3en8l9a,7.09,9771295
juno1qwnw32hlwjwsmfcw8s6224pz33m50h8cjqp4m5,85.9,Inactive
juno1qdcmtvd7wgs2p8t4mdf7s92qnc6xwh0qgf040u,1.85,5686154
juno1qdcmh09m45pvujppr0whvv5jk7kzjyjwl2v5ms,104.5,12040220
juno1qdm4f9c6xxa2a48k4lezt6he7ynug7fwyfexm4,16.12,6039446
juno1qdlpemws34p5llaqrhue3j7hrdf6q8htqcfqxa,403.01,9556603
juno1qdlydhq5qgeqhnspv8gwu58muhp2smruzv8kvc,3.95,12656878
juno1qwqe6x9w453wxtref238uttv0ywvefwxxfy5rq,11.54,7545671
juno1qwy2zx62guvkm5md35pef9qng2l9wlvyck4d2v,4.56,6744040
juno1qwqpy0yjfsptwvwhx2c9nnwvlv03lqplcvj4qp,1.16,8065461
juno1qwrlkyjw9ypu8gwh0gch6luwnsvyupm2vj5sfq,28.79,8065520
juno1qwptu06lu03uqngc6m72jx0qwrnt6l60thuagh,31.03,6000452
juno1qwxvav9rkn33u9ujw53afdwerc7nf23rkcq4t9,16.94,9063466
juno1qwxfer0nthqk09se8fgj3yy7rne7tapglumkw4,7.5,12207957
juno1qwppq0vggy7tj7kdcvtxhplnflk8vgjp7wjw0d,1.89,7379524
juno1qwgw6ws0spnx9a4wl8n0ksxh55znqegq93j63f,5.05,7476942
juno1qwxlyx4q9l3er57m950hxxp3vzhcvrs6aalyx3,22.15,5519884
juno1qw2ajc3thnjfnhvh93qpvvjsmdpk25krhe037y,4.44,11060059
juno1qwgrp9ef62r5tyzd4elw3e85ggu2kzljmkx43w,4.97,5784173
juno1qw27xqn65kckqel0yfrs0nrjtx6wvy5sn8q62r,12.03,11032913
juno1qwthat77gh0lhce7q4azvp37ndtk0hwzdp563f,32.46,5790713
juno1qwtvyr02wx6sqpqmn2jq6za23w9dgcvpqssag4,7.95,10365413
juno1qw0yc70zjvup25v7sp7g24cfh87xn9cfuyg6x3,19.75,5632917
juno1qw38muwecygfu5tee02tj2avkk9fn9q8qstzrm,99.0,10125879
juno1qw3sw5teedhwl7ltntpknvmar3p9n7sf7d4dl9,21.96,7617848
juno1qw3kr6vu7esjxj0xzsy6ut5nctwuugqepxs9yh,15.89,6002728
juno1qwhjfpd9tlfnq8qtgkp3a0l60gs30jm7ap364j,8.11,6157147
juno1qwn9kpsjyv72jhrwy8jgwp4hq8vryfz2jwfqal,20.79,8802382
juno1qwtjz4u7ug9py9h6cqnu2d75dd34eqnu9pggva,228.52,12125669
juno1q0qkke0ez7njz58nttld49kz8c7akm5haa42m6,102.55,Inactive
juno1qwhjw7s8v9r4dncqxvsw783wku4947mtjdvs27,22.68,7451202
juno1q0pddhxn5hn56hnzdfsz6l40z484lj066e4fll,15.04,Inactive
juno1qwce5aft2mfx3f0pgwg6j6v4r278z57qwd4tw7,14.99,12682426
juno1q0zjxzn35cz7xrvw07qxcl6g3h7zmqhjzewqed,7.41,Inactive
juno1qwe4prqdsjjj3c6rxrfgr95zzwuv33pyjdlswc,73.07,10126293
juno1qwecptwvpxvv8psfkyz894djqtfvlum3hrkny6,1.36,12708070
juno1qwelfwtzqzw495phtsnj8rfh2kq4pgplfxszxu,16.79,8966176
juno1qw65ark6ennm2wmslqsu0hquklvqv035x4qmwx,103.68,7837608
juno1q08gdapp88x2g03mhjgxzk739lm363thmtzt7l,6.05,Inactive
juno1qw6hw29ujxhdf66pv3snhsfc7ht5zsdsmc738k,25.69,8288070
juno1q0v9k6amz4tdj5eeq48pl336zsmm98zpg57lyl,6.94,Inactive
juno1q0tmgxksgg74qkjvs4et4z9t7fejm9nrfgsfue,98.99,Inactive
juno1qw6ax7fc3df5r2ewz8elr9g48kgqtw9v0hsd40,5.23,9900316
juno1q0p3u48j9wtzhxytuqepfk8ksd3uv29yzxd3ng,16.94,8628787
juno1q0ztjugn6enccxat2e3fzax0ugvkn3cww3srv8,114.56,12624424
juno1q03x8yaxxs0ssyk3qw2kdvqnkj8z0anwk67zf7,16.37,Inactive
juno1q0yrclf0n663jll8l44lp50lt7wvusumwtymr9,2.59,11990904
juno1q0yf0f87ap2qx3wxyrn94d7vxujdpss9r63kvg,63.59,6513438
juno1q0yhqk4e38nfgujmtcjz5upnu49wde0gyqjece,4.36,9496058
juno1q0x3eap0ct4gzdgjc7uc099ak2xsuy69sa8pq3,192.1,5479238
juno1q04aj9paenn0e43anw7wqtmvmjdqghf6muuh2v,18.27,8320646
juno1q0xu5gmy85ekvywd58zwdy0vhedfegs76ueyxj,54.0,12693368
juno1q0856f9c8wap7a9lgc7a8f8zpe8qp9ltkuk82p,48000.0,5537203
juno1q0ehzhdqmxj6mggj4vgx8qdaq22799htxczzc9,3.52,6269859
juno1q02uaw7lam8tj4e2s62chgrnj9hd396crtynsp,3.0,7165999
juno1q0g5g6at0k7v07sv8am64lqymwjqnrqq974v3g,5.47,5669817
juno1q06vaa0yer29rnuz8pjkmx0c9gpgp549qkwcqa,8.35,Inactive
juno1q0k3tufpnhdyzkrjsc93kh60p9ennd7xf8m4jk,9.2,Inactive
juno1q0vgeuktfp7f4drq2jcx8u433hlwulyggu364a,22.75,7523620
juno1q0dynrrjzs9fejcwtyvwkjck9lzc0fud9jnx4k,177.24,12366318
juno1q0w8amm0z7qcnmwv89hxn6e7fzqrzr7r7f0k5h,7.03,7527680
juno1q0dlw039kds4cu9f0zausft9qhtx6e694rcara,7.81,12027006
juno1q0w0awp2a8qn039nwf3r6jpggwuj4vqx0lt0f0,48.71,10796960
juno1q00mcespktu98x3894z8gqvql37wey2pr72v28,65.97,9072125
juno1q0sphn5fwp5num9upt7xx4rlw30k7qyym25tzq,5.0,6387352
juno1q0s4hmss6fvd3np8v2s45vlz9dzphx2afu02vy,2.43,6048354
juno1q0jgk2gjzjezky54nj3jkqhzwganel3j5cpsk8,24.75,12323023
juno1q0nm2nsvgf3zcj4nfdsrt8vpy4uzztdm7pyh9l,2638.31,9997999
juno1q0n7szl7kw0qf407u46mh73p84t8f3djshfsfn,103.56,6320162
juno1q0jlsmwn4nhlzz88d55u4eu80hlzjhsh9cp9a9,7.93,7004308
juno1q05memkv8ss28ju85fe7pjjth86ecze875rg4u,7.13,10066162
juno1q048yluqfxnmxfrstch3he0cupv487wku0q7zt,10.42,6895841
juno1q0npgk5qxp0v2yr6hp7vut40plse2gfll3ggxp,2.85,8538852
juno1q053h4gk6sqxcumexpdfvwxzy4s7fc67lx6p3f,45.27,12248059
juno1q0kwr2pt05wp8gjkxcf74l5qpprf3lhhfyvme3,80.3,8399168
juno1q04ne5p6ndnqyr36waca37wzk47sm0a5cm5qya,10.33,12474624
juno1q0cchhkp36cupw8ejzjgzqnag3d3dur9mwmau7,4.18,8266125
juno1q0e8u77nn274pw3ld6dzezhautdwzqpacj54hs,601.49,5662790
juno1q078rtew3862wlr0gz5dqv9n05wjtqpfmw3eaa,0.06,5409199
juno1q0cm8tvhp8n7ctkvn5ypdny4877sag0s4m9h6l,28.21,7214781
juno1q0eksmqeajtq089shylnrcn2xydg9sm03z9q0k,11.88,5633402
juno1q06mxykue4h35uymc36d6je4c3lmuxuue574qj,16.61,6169217
juno1q06m53shpaylpxautn6n4p5yyrtx48wkg5vd9v,26.12,11454325
juno1q067s5h0g0hzyk0nenyllf3tqnu9rjkzewg5km,222.0,10320141
juno1q0aq5vhp73ady7vg2gh2n6hch7t3vqw4kakk9e,14.66,11856704
juno1q0ul52egjtzjdrfy8ka3pz7vht9j652p62xccz,60.5,10121724
juno1q0muv9ltuwkv6v4pa2njk6t0tz0zmlkl9luh28,7.71,11388842
juno1q0afgkgucygzczfczke6p0rue64mmxc66kwvl9,38.89,8151226
juno1qspddhc24dz6ryfkwrtt8dxqa34te092dlq9ll,32.96,Inactive
juno1qsqcvz5kj3ry636nz20eumdkfks0u9cl5nmejy,87.07,Inactive
juno1q0a2vv5hlxdupjx648wafumcy2r84h6afq9l5y,20.12,8584987
juno1q0ajjyzazdwyelct69selzuht5dttszx2veay9,118.07,7214229
juno1q0ahqjevf9mr5m8jhnwyfxwng6kx6lwl2hu9gt,39.03,8370551
juno1q0a4e0u8qtsry6z6ght7h9azvrfzl88vrzhsqk,39.66,12590178
juno1qs8tnw2t8l6amtzvdemnnsq9dzk0ag0z8vtvkt,1.0,Inactive
juno1q07wr0qlw8wryx9nlm39x84hl4rlfuv0r2y5xk,254.07,6088709
juno1q07kxp5swthmjhgrttxmp20y5uhaqjqlrylw9l,32.03,7792752
juno1q0743lk6junw0cq9zx5756l0ce7elvljflhvcu,225.58,11162593
juno1q0l0zyxshen68j6x8hvjmxj5ywdx4hp5u9j5mn,115.06,5820181
juno1q0lzym88s0xj38sl30unes0ar6avnmhfff6k45,18.81,12049966
juno1qst4pdyjw8qhv7t6llu7mhtsvk8as0dyd5k6np,3.88,Inactive
juno1qsddxka6l7nm2teye8ga6au8zgd8585pmhds87,35.0,Inactive
juno1qswfnysmtwxjd0l6kcp3xtrdfxja0d0cqz3rr9,2.43,Inactive
juno1qsq2cg9g6p8hkvdjsavtxt5f2ezruunflmzxjq,2.4,8582257
juno1qszztp4xvgred6v4ftgzcxx8vm0eg0yr09fd6n,7.67,12287502
juno1qszexj8hcptxp3andknhkrmtqe7v0x2lxzhqyf,81.33,12512213
juno1qs5dasuq5qz7xgv0yd5gwhxnue0jz58k6uj2kz,71.58,Inactive
juno1qsyexfctr5pyhvvpkqyrazzyz3zqh4af6uxkm6,1.83,9466887
juno1qsym94v4hqj43n85qt0qtxu4srswuurgv3dmqh,5.33,11983690
juno1qsynplrfnpwu4u96p3ldlk7s00eqh8z9m38hd9,7.46,11131158
juno1qsk6tdyu4ctph55zssflk7xnf033c78twuwf9n,2276.09,Inactive
juno1qs92qd5ssrr9fmz7n6dzaka50vfmskj2yx4546,8.21,9523679
juno1qs4cxl8hdd7ldlw9ne7mv8texctsgyycsx82sv,12.32,Inactive
juno1qsgr3asq0703fjma70dmv5fv7c8x0jvydt0q5e,19.77,6107861
juno1qs806ep9uzxa2k0k0rwlns8afkhzu8h07nyxr3,8.0,7092874
juno1qsgmclp5j0f4qd20nkl3uu7h2zg6tc53jcllez,284.26,5913634
juno1qsfxmc3kupl6nvj9x4crpgq97ds52eeufhe3fs,2.0,12525511
juno1qsfr9uutmdvh9e4mjm3wy7zywvryu5xvphsm9h,383.68,8689937
juno1qs2nfflu6cskzgsfa8kwrja5lv8hs96remusyp,2.34,12589226
juno1qsfm7vcfu7jrer5utts8e04mgzrlext4vte0qy,14.07,6241323
juno1qssprst7avw3smemyqvgrvukwvn98zl8pvxatk,228.97,5716813
juno1qss4en8h7a7f9vcs6q7rzyy0lg0whwupesz4p2,55.38,5994535
